event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,He said they were “stable” while they underwent treatment at a hospital Wednesday evening.,0,0,0,1,1
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,"Multiple residents called at about 3:15 p.m. to report a shooting at 15 MacArthur Place, Santa Ana Police Department Cpl. Anthony Bertagna said.",0,0,1,0,1
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,Officers encountered one victim on the ground floor of the complex.,0,1,0,0,0
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,Police located a third gunshot wound patient while searching the area.,0,1,0,0,0
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,"The victims were men ages 19, 25 and 27, Bertagna said.",0,1,0,0,0
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"A 36-year-old female died from injuries she sustained in a motor vehicle accident that occurred along a section of the North Coast Highway, in Trelawny, this morning, Wednesday, 2.",1,0,1,1,1
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"Her 10-year-old son and the driver of the vehicle were also injured, and are presently at a hospital in serious condition.",0,1,0,0,0
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"On reaching a section of Rock district in the parish, the driver collided in a trailer truck that was travelling in the opposite direction.",0,0,1,0,0
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"They were rushed to the hospital where Johnson was pronounced dead, and the other two occupants admitted.",1,1,0,0,0
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"Report by the police is that shortly after 10:00 am, Johnson and her son were passengers in a Nissan motor vehicle, which was travelling along a section of the North Coast highways, in the direction of Duncans, Trelawny.",0,0,1,0,1
road accident,https://mckoysnews.com/female-killed-in-motor-vehicle-accident-in-trelawny/,2020-09-03,Hairdresser Killed in Trelawny Crash,"The impact of the crash resulted in the car been knocked from the roadway, and all three occupants sustained injuries.",0,1,0,0,0
assault,https://www.wpri.com/news/local-news/blackstone-valley/homicide-investigation-underway-after-woonsocket-shooting-victim-dies/,2020-09-03,Homicide investigation underway after Woonsocket shooting victim dies,"A Woonsocket man who was shot in the city on Wednesday has died from his injuries, police said Thursday.",1,0,1,1,0
assault,https://www.wpri.com/news/local-news/blackstone-valley/homicide-investigation-underway-after-woonsocket-shooting-victim-dies/,2020-09-03,Homicide investigation underway after Woonsocket shooting victim dies,He was taken to Rhode Island Hospital where he underwent surgery and later died.,1,0,1,0,0
assault,https://www.wpri.com/news/local-news/blackstone-valley/homicide-investigation-underway-after-woonsocket-shooting-victim-dies/,2020-09-03,Homicide investigation underway after Woonsocket shooting victim dies,Police found Standifer suffering from a gunshot wound in the area of Logee Street just after midnight Wednesday.,0,1,1,1,1
assault,https://www.independentmail.com/story/news/crime/2020/09/03/anderson-sc-shooting-1-dead-least-2-hurt/5701128002/,2020-09-03,House where deadly drive-by shooting happened in Anderson has had history of deputy action,"Nathan Gray, 26, of Anderson, died of a gunshot wound, according to the coroner's office.",1,0,0,0,0
assault,https://www.independentmail.com/story/news/crime/2020/09/03/anderson-sc-shooting-1-dead-least-2-hurt/5701128002/,2020-09-03,House where deadly drive-by shooting happened in Anderson has had history of deputy action,"A 26-year-old man was killed and three other people were wounded in a pre-dawn, drive-by shooting Thursday on R Street in Anderson, according to investigators.",1,1,1,1,0
assault,https://www.independentmail.com/story/news/crime/2020/09/03/anderson-sc-shooting-1-dead-least-2-hurt/5701128002/,2020-09-03,House where deadly drive-by shooting happened in Anderson has had history of deputy action,He said one person was dead inside a home and at least two others were taken to AnMed Health Medical Center in private vehicles.,1,1,1,0,0
assault,https://www.independentmail.com/story/news/crime/2020/09/03/anderson-sc-shooting-1-dead-least-2-hurt/5701128002/,2020-09-03,House where deadly drive-by shooting happened in Anderson has had history of deputy action,The shooting happened shortly after 12 a.m.,0,0,0,0,0
assault,https://www.wdam.com/2020/09/03/hpd-investigating-wednesday-night-shooting/,2020-09-03,HPD investigating Wednesday night shooting,"After the reported shooting, a 34-year-old man arrived at a local hospital for treatment for a gunshot wound.",0,1,0,0,0
flood,https://www.deccanherald.com/international/landslide-flash-floods-kill-12-in-nepal-dozens-missing-882089.html,2020-09-03,"Landslide, flash floods kill 12 in Nepal, dozens missing","Flash floods and a landslide triggered by heavy rains killed 12 people in Nepal and at least 36 people were missing in the Himalayan nation's biggest monsoon-related disaster this year, officials said on Thursday.",1,0,1,1,0
flood,https://www.deccanherald.com/international/landslide-flash-floods-kill-12-in-nepal-dozens-missing-882089.html,2020-09-03,"Landslide, flash floods kill 12 in Nepal, dozens missing","Home Ministry official Murari Wasti said rescuers had pulled 12 bodies out from muddy debris in the Baglung district of northwest Nepal, where nearly 30 houses were washed away by floods or buried in the landslide that struck before dawn.",1,0,1,0,0
flood,https://www.deccanherald.com/international/landslide-flash-floods-kill-12-in-nepal-dozens-missing-882089.html,2020-09-03,"Landslide, flash floods kill 12 in Nepal, dozens missing","At least 287 people have been killed and 154 injured with another 114 missing across the country this year, according to official data.",1,1,0,1,0
flood,https://www.deccanherald.com/international/landslide-flash-floods-kill-12-in-nepal-dozens-missing-882089.html,2020-09-03,"Landslide, flash floods kill 12 in Nepal, dozens missing",We have reports of 48 victims -- 12 dead and 36 missing -- but there could be many more victims as people were trapped while they were still sleeping.,1,0,0,0,0
flood,https://www.deccanherald.com/international/landslides-flash-floods-kill-30-in-northwest-pakistan-882041.html,2020-09-03,"Landslides, flash floods kill 30 in northwest Pakistan","Heavy rains have wreaked havoc in Swat, Buner, Shangla, Upper Kohistan and Chitral districts of the Khyber Pakhtunkhwa province.",0,0,1,0,0
flood,https://www.deccanherald.com/international/landslides-flash-floods-kill-30-in-northwest-pakistan-882041.html,2020-09-03,"Landslides, flash floods kill 30 in northwest Pakistan","Landslides and flash floods triggered by torrential rains in northwest Pakistan for the last one week have killed 30 people, injured 38 others and damaged over 100 houses, officials said on Thursday.",1,1,1,1,0
flood,https://www.deccanherald.com/international/landslides-flash-floods-kill-30-in-northwest-pakistan-882041.html,2020-09-03,"Landslides, flash floods kill 30 in northwest Pakistan",The Provincial Disaster Management Authority (PDMA) said that 30 people have been killed and 38 others injured in the flooding in the last one week.,1,1,0,1,0
road accident,https://www.upmatters.com/south-central-up/man-badly-injured-in-motorcycle-crash/,2020-09-03,Man badly injured in motorcycle crash,A man was severely injured after he crashed his motorcycle.,0,1,0,0,0
road accident,https://www.upmatters.com/south-central-up/man-badly-injured-in-motorcycle-crash/,2020-09-03,Man badly injured in motorcycle crash,It happened on US-41 near Oakwood Road in Nadeau Township.,0,0,1,0,0
road accident,https://www.upmatters.com/south-central-up/man-badly-injured-in-motorcycle-crash/,2020-09-03,Man badly injured in motorcycle crash,Police say he suffered severe injuries to his legs and also had a head injury.,0,1,0,0,0
assault,https://www.washingtontimes.com/news/2020/sep/3/man-charged-in-fatal-shooting-in-columbia/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Front-TheWashingtonTimesAmericasNewspaper+%28Front+Page+-+The+Washington+Times%29,2020-09-03,Man charged in fatal shooting in Columbia,A 48-year-old man is charged with first-degree murder in the fatal shooting of a Columbia man.,1,0,1,0,0
assault,https://www.washingtontimes.com/news/2020/sep/3/man-charged-in-fatal-shooting-in-columbia/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Front-TheWashingtonTimesAmericasNewspaper+%28Front+Page+-+The+Washington+Times%29,2020-09-03,Man charged in fatal shooting in Columbia,He is accused of killing Corey M. Jordan on Aug. 25.,1,0,0,1,0
assault,https://www.washingtontimes.com/news/2020/sep/3/man-charged-in-fatal-shooting-in-columbia/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Front-TheWashingtonTimesAmericasNewspaper+%28Front+Page+-+The+Washington+Times%29,2020-09-03,Man charged in fatal shooting in Columbia,"Nicolaescu wrote that Murry left in anger and returned 15 minutes later, when Murry was shot.",0,1,0,0,0
assault,https://www.wlbt.com/2020/09/03/man-charged-warren-county-shooting/,2020-09-03,Man charged in Warren County shooting,The charges are from an incident where Hester’s mother was injured from a gunshot to the head.,0,1,0,0,0
assault,https://www.wlbt.com/2020/09/03/man-charged-warren-county-shooting/,2020-09-03,Man charged in Warren County shooting,Warren County Sheriff Martin Pace said he believes she will survive her injuries.,0,1,1,0,0
assault,https://www.villagenews.com/story/2020/09/03/news/man-injured-in-fallbrook-shooting/63160.html,2020-09-03,Man injured in Fallbrook shooting,"A young adult male suffered a gunshot injury to the right leg, according to North County Fire Capt. John Choi.",0,1,0,0,0
assault,https://www.villagenews.com/story/2020/09/03/news/man-injured-in-fallbrook-shooting/63160.html,2020-09-03,Man injured in Fallbrook shooting,"It's the second shooting in Fallbrook in as many days; on Saturday, one person was shot and killed in the 700 block of Convertible Lane.",1,0,1,1,0
assault,https://www.villagenews.com/story/2020/09/03/news/man-injured-in-fallbrook-shooting/63160.html,2020-09-03,Man injured in Fallbrook shooting,Sheriff's deputies are investigating a shooting that left one man injured Sunday evening in Fallbrook.,0,1,1,1,1
assault,https://www.villagenews.com/story/2020/09/03/news/man-injured-in-fallbrook-shooting/63160.html,2020-09-03,Man injured in Fallbrook shooting,The man was taken to Palomar Medical Center for treatment of the non-life-threatening injury.,0,1,1,0,0
assault,https://www.villagenews.com/story/2020/09/03/news/man-injured-in-fallbrook-shooting/63160.html,2020-09-03,Man injured in Fallbrook shooting,"The shooting took place just before 5:30 p.m. near the intersection of East Mission Road and Iowa Street, San Diego County Sheriff's Deputy Pat McEvoy said.",0,0,1,0,1
assault,https://www.pjstar.com/news/20200902/man-killed-in-multi-person-stabbings-in-galesburg-hotel-parking-lot,2020-09-03,Man killed in multi-person stabbings in Galesburg hotel parking lot,"That stabbing was one of two that apparently took place in a parking lot at the Baymont hotel, 2285 Washington St.",0,0,1,0,0
assault,https://gooddaysacramento.cbslocal.com/2020/09/03/north-highlands-motel-shooting-man-dead/,2020-09-03,"Man, 36, Dead After Shooting At Motel In North Highlands",Authorities are investigating a shooting that left a man dead at a North Highlands motel on Wednesday night.,1,0,1,1,1
road accident,https://www.wjtv.com/news/man-woman-killed-in-yazoo-city-motorcycle-crash/,2020-09-03,"Man, woman killed in Yazoo City motorcycle crash",Authorities in Yazoo County are investigating after a motorcycle killed two people.,1,0,1,0,0
road accident,https://www.wjtv.com/news/man-woman-killed-in-yazoo-city-motorcycle-crash/,2020-09-03,"Man, woman killed in Yazoo City motorcycle crash",Shivers said the victims both died as a result of multi-system trauma.,1,0,0,0,0
